station_availability
67 minutes left!
310 minutes left!
121 minutes left!
271 minutes left!
302 minutes left!
110 minutes left!
47 minutes left!
243 minutes left!
131 minutes left!
125 minutes left!
10 minutes left !
292 minutes left!
230 minutes left!
29 minutes left!
141 minutes left!
171 minutes left!
235 minutes left!
35 minutes left!
264 minutes left!
176 minutes left!
64 minutes left!
326 minutes left!
342 minutes left!
242 minutes left!
109 minutes left!
295 minutes left!
140 minutes left!
325 minutes left!
357 minutes left!
102 minutes left!
209 minutes left!
265 minutes left!
204 minutes left!
69 minutes left!
268 minutes left!
307 minutes left!
306 minutes left!
62 minutes left!
155 minutes left!
277 minutes left!
143 minutes left!
245 minutes left!
88 minutes left!
82 minutes left!
328 minutes left!
75 minutes left!
286 minutes left!
120 minutes left!
168 minutes left!
311 minutes left!
273 minutes left!
323 minutes left!
0 minutes left!
197 minutes left!
312 minutes left!
3 minutes left!
44 minutes left!
158 minutes left!
42 minutes left!
167 minutes left!
108 minutes left!
70 minutes left!
151 minutes left!
73 minutes left!
178 minutes left!
336 minutes left!
19 minutes left!
33 minutes left!
130 minutes left!
244 minutes left!
255 minutes left!
183 minutes left!
276 minutes left!
261 minutes left!
115 minutes left!
15 minutes left!
6 minutes left!
17 minutes left!
181 minutes left!
114 minutes left!
45 minutes left!
145 minutes left!
234 minutes left!
289 minutes left!
53 minutes left!
165 minutes left!
226 minutes left!
256 minutes left!
324 minutes left!
220 minutes left!
137 minutes left!
162 minutes left!
332 minutes left!
56 minutes left!
339 minutes left!
55 minutes left!
335 minutes left!
134 minutes left!
20 minutes left!
304 minutes left!
231 minutes left!
12 minutes left!
269 minutes left!
92 minutes left!
86 minutes left!
212 minutes left!
98 minutes left!
313 minutes left!
283 minutes left!
16 minutes left!
71 minutes left!
124 minutes left!
161 minutes left!
95 minutes left!
359 minutes left!
51 minutes left!
345 minutes left!
355 minutes left!
72 minutes left!
257 minutes left!
300 minutes left!
249 minutes left!
156 minutes left!
248 minutes left!
9 minutes left!
291 minutes left!
99 minutes left!
96 minutes left!
309 minutes left!
232 minutes left!
224 minutes left!
79 minutes left!
123 minutes left!
214 minutes left!
280 minutes left!
196 minutes left!
21 minutes left!
132 minutes left!
237 minutes left!
43 minutes left!
111 minutes left!
254 minutes left!
207 minutes left!
149 minutes left!
136 minutes left!
251 minutes left!
100 minutes left!
30 minutes left!
278 minutes left!
59 minutes left!
65 minutes left!
106 minutes left!
180 minutes left!
46 minutes left!
253 minutes left!
148 minutes left!
23 minutes left!
116 minutes left!
227 minutes left!
259 minutes left!
185 minutes left!
91 minutes left!
177 minutes left!
297 minutes left!
80 minutes left!
24 minutes left!
260 minutes left!
206 minutes left!
